id_ligne,id_commande,id_client,id_produit,date_commande,ventes,Délai_Livraison,id_lieu
1047,CA-2017-169103,ZC-21910,TEC-PH-10001530,2017-03-08,1363,5,230
1048,CA-2017-169103,ZC-21910,FUR-FU-10004006,2017-03-08,102,5,230
1049,CA-2015-139192,LC-16885,TEC-PH-10000486,2015-05-27,1113,5,10
1050,CA-2015-139192,LC-16885,TEC-AC-10001606,2015-05-27,99,5,10
1051,US-2016-153500,DG-13300,FUR-FU-10000293,2016-07-03,168,2,64
1052,US-2016-153500,DG-13300,OFF-PA-10001307,2016-07-03,6,2,64
1053,US-2016-153500,DG-13300,FUR-FU-10004460,2016-07-03,282,2,64
1054,CA-2016-110667,NF-18595,OFF-AR-10000716,2016-04-04,11,4,30
1055,CA-2016-110667,NF-18595,FUR-FU-10004622,2016-04-04,108,4,30
1056,CA-2016-110667,NF-18595,OFF-BI-10002735,2016-04-04,82,4,30
1057,CA-2016-110667,NF-18595,OFF-BI-10003529,2016-04-04,9,4,30
1058,CA-2018-167150,BP-11185,OFF-BI-10001097,2018-12-10,19,7,89
1059,CA-2018-167150,BP-11185,OFF-BI-10001597,2018-12-10,65,7,89
1060,CA-2017-105284,MG-17650,OFF-FA-10001754,2017-11-24,4,7,106
1061,US-2016-125374,JD-16060,FUR-CH-10003396,2016-03-23,107,6,15
1062,CA-2016-161263,TS-21160,OFF-AP-10002350,2016-04-16,45,5,214
1063,CA-2016-161263,TS-21160,OFF-FA-10004838,2016-04-16,10,5,214
1064,CA-2016-161263,TS-21160,OFF-AR-10004757,2016-04-16,7,5,214
1065,CA-2016-161263,TS-21160,TEC-PH-10002115,2016-04-16,118,5,214
1066,CA-2016-161263,TS-21160,OFF-FA-10003059,2016-04-16,1,5,214
1067,CA-2016-161263,TS-21160,OFF-BI-10004330,2016-04-16,55,5,214
1068,CA-2017-157686,BD-11620,FUR-CH-10001146,2017-10-01,194,1,35
1069,US-2018-139955,CM-12160,OFF-SU-10001935,2018-09-28,1,2,231
1070,US-2016-150161,RB-19795,OFF-BI-10001524,2016-07-25,25,4,106
1071,CA-2016-144652,SN-20560,OFF-AR-10003732,2016-11-20,19,6,142
1072,CA-2017-152814,EH-14005,OFF-PA-10001970,2017-04-28,29,4,77
1073,CA-2018-106943,FO-14305,OFF-BI-10003669,2018-11-14,8,5,46
1074,CA-2017-134348,MS-17710,OFF-BI-10003727,2017-11-12,6,7,155
1075,CA-2017-134348,MS-17710,OFF-BI-10004967,2017-11-12,4,7,155
1076,CA-2017-134348,MS-17710,TEC-AC-10003447,2017-11-12,31,7,155
1077,CA-2017-161781,CC-12100,OFF-AR-10000255,2017-09-29,40,1,135
1078,CA-2018-132521,DW-13540,OFF-AP-10002191,2018-09-23,119,2,60
1079,CA-2018-132521,DW-13540,OFF-ST-10001325,2018-09-23,31,2,60
1080,CA-2018-132521,DW-13540,OFF-BI-10000404,2018-09-23,6,2,60
1081,CA-2016-110016,BT-11395,OFF-PA-10000349,2016-11-29,19,5,84
1082,CA-2016-110016,BT-11395,FUR-CH-10002880,2016-11-29,1106,5,84
1083,US-2017-143819,KD-16270,FUR-TA-10001095,2017-03-01,836,4,232
1084,US-2017-143819,KD-16270,OFF-PA-10003127,2017-03-01,26,4,232
1085,US-2017-143819,KD-16270,OFF-ST-10003208,2017-03-01,362,4,232
1086,US-2017-143819,KD-16270,TEC-MA-10003979,2017-03-01,4899,4,232
1087,CA-2017-167584,LC-16870,OFF-PA-10000029,2017-08-12,6,0,194
1088,CA-2017-166163,CY-12745,TEC-PH-10004896,2017-08-15,71,5,233
1089,CA-2017-166163,CY-12745,OFF-LA-10000452,2017-08-15,3,5,233
1090,CA-2018-158407,LW-16990,FUR-FU-10001967,2018-06-04,31,6,234
1091,CA-2018-158407,LW-16990,TEC-PH-10001819,2018-06-04,71,6,234
1092,CA-2016-143490,NP-18325,OFF-AR-10002952,2016-12-06,120,7,189
1093,CA-2016-143490,NP-18325,TEC-PH-10000576,2016-12-06,219,7,189
1094,CA-2016-165085,BT-11485,OFF-PA-10000605,2016-12-27,28,4,235
1095,CA-2016-165085,BT-11485,OFF-AP-10002518,2016-12-27,355,4,235
1096,CA-2018-160423,PS-19045,OFF-ST-10004340,2018-01-21,348,5,44
1097,CA-2018-160423,PS-19045,OFF-BI-10004001,2018-01-21,35,5,44
1098,CA-2015-159338,NS-18640,FUR-TA-10004147,2015-06-25,447,3,14
1099,CA-2017-107216,PV-18985,OFF-AR-10001545,2017-06-14,7,3,35
1100,CA-2017-107216,PV-18985,FUR-FU-10000206,2017-06-14,8,3,35
1101,CA-2017-107216,PV-18985,TEC-AC-10001013,2017-06-14,29,3,35
1102,CA-2017-107216,PV-18985,OFF-AR-10002255,2017-06-14,8,3,35
1103,US-2018-145863,RP-19390,OFF-BI-10004140,2018-04-21,2,6,17
1104,US-2018-145863,RP-19390,OFF-BI-10002049,2018-04-21,2,6,17
1105,CA-2017-112340,NM-18520,OFF-PA-10001892,2017-10-21,22,6,216
1106,US-2017-110156,EH-13945,OFF-ST-10000642,2017-11-19,100,5,17
1107,US-2017-110156,EH-13945,FUR-FU-10000206,2017-11-19,2,5,17
1108,US-2017-110156,EH-13945,OFF-BI-10003676,2017-11-19,10,5,17
1109,US-2017-110156,EH-13945,OFF-FA-10003495,2017-11-19,58,5,17
1110,US-2017-110156,EH-13945,OFF-EN-10003798,2017-11-19,40,5,17
1111,US-2017-110156,EH-13945,TEC-PH-10003589,2017-11-19,71,5,17
1112,US-2017-110156,EH-13945,OFF-PA-10004735,2017-11-19,10,5,17
1113,US-2017-110156,EH-13945,OFF-BI-10002609,2017-11-19,1,5,17
1114,CA-2018-140585,RA-19915,OFF-BI-10003364,2018-12-18,46,5,236
1115,CA-2018-140585,RA-19915,FUR-BO-10002206,2018-12-18,119,5,236
1116,CA-2018-140585,RA-19915,TEC-AC-10003610,2018-12-18,119,5,236
1117,CA-2017-144855,DL-13495,OFF-LA-10003766,2017-07-22,6,2,95
1118,CA-2016-142755,CS-12355,OFF-PA-10001970,2016-09-04,279,4,237
1119,CA-2016-142755,CS-12355,TEC-AC-10002049,2016-09-04,619,4,237
1120,CA-2016-142755,CS-12355,OFF-PA-10000141,2016-09-04,4,4,237
1121,CA-2016-142755,CS-12355,OFF-EN-10004459,2016-09-04,15,4,237
1122,US-2015-147627,HL-15040,TEC-PH-10001061,2015-01-20,699,6,238
1123,US-2015-147627,HL-15040,OFF-AR-10002375,2015-01-20,22,6,238
1124,US-2015-147627,HL-15040,FUR-FU-10003194,2015-01-20,38,6,238
1125,US-2015-147627,HL-15040,OFF-AR-10003811,2015-01-20,6,6,238
1126,US-2015-147627,HL-15040,OFF-EN-10001539,2015-01-20,23,6,238
1127,US-2015-147627,HL-15040,FUR-CH-10002331,2015-01-20,1067,6,238
1128,CA-2016-105970,PA-19060,OFF-AR-10003156,2016-03-02,10,5,239
1129,CA-2016-105970,PA-19060,OFF-EN-10001532,2016-03-02,101,5,239
1130,CA-2017-112102,BD-11605,FUR-TA-10004086,2017-04-12,343,4,29
1131,CA-2017-112102,BD-11605,OFF-PA-10000100,2017-04-12,40,4,29
1132,CA-2017-112102,BD-11605,OFF-EN-10002500,2017-04-12,63,4,29
1133,US-2017-114776,GG-14650,OFF-PA-10004100,2017-12-06,19,1,240
1134,US-2017-134908,JS-15940,OFF-ST-10003479,2017-06-05,124,4,64
1135,US-2017-134908,JS-15940,OFF-LA-10000973,2017-06-05,7,4,64
1136,US-2017-148803,LR-16915,OFF-ST-10001476,2017-12-11,85,0,241
1137,CA-2017-152170,FH-14275,OFF-EN-10002831,2017-11-12,287,3,242
1138,CA-2017-152170,FH-14275,OFF-AP-10002350,2017-11-12,37,3,242
1139,CA-2017-152170,FH-14275,OFF-PA-10001763,2017-11-12,19,3,242
1140,CA-2017-152170,FH-14275,OFF-AR-10003394,2017-11-12,20,3,242
1141,CA-2017-152170,FH-14275,OFF-BI-10002072,2017-11-12,17,3,242
1142,CA-2015-146969,AP-10915,FUR-FU-10004188,2015-09-29,204,4,63
1143,CA-2015-146969,AP-10915,OFF-FA-10001561,2015-09-29,8,4,63
1144,CA-2015-146969,AP-10915,OFF-PA-10002105,2015-09-29,6,4,63
1145,CA-2015-146969,AP-10915,TEC-MA-10004241,2015-09-29,686,4,63
1146,CA-2015-146969,AP-10915,OFF-ST-10004340,2015-09-29,62,4,63
1147,CA-2016-112452,NC-18340,OFF-AP-10003849,2016-04-04,644,0,243
1148,CA-2016-112452,NC-18340,OFF-FA-10000735,2016-04-04,5,0,243
1149,CA-2016-112452,NC-18340,OFF-BI-10003350,2016-04-04,12,0,243
1150,CA-2016-112452,NC-18340,TEC-PH-10000307,2016-04-04,10,0,243
1151,CA-2016-112452,NC-18340,TEC-CO-10004202,2016-04-04,599,0,243
1152,CA-2016-113971,CB-12535,FUR-FU-10001852,2016-05-08,8,6,244
1153,CA-2017-160395,KL-16555,OFF-AR-10003759,2017-12-31,3,6,245
1154,CA-2017-160395,KL-16555,OFF-BI-10003984,2017-12-31,159,6,245
1155,CA-2015-136567,PS-19045,OFF-ST-10004337,2015-12-20,122,1,246
1156,CA-2015-136567,PS-19045,FUR-TA-10001932,2015-12-20,2244,1,246
1157,CA-2015-136567,PS-19045,OFF-BI-10003982,2015-12-20,62,1,246
1158,CA-2015-136567,PS-19045,FUR-TA-10000617,2015-12-20,455,1,246
1159,CA-2017-149314,GB-14530,FUR-CH-10002126,2017-07-02,195,5,26
1160,CA-2018-147039,AA-10315,OFF-AP-10000576,2018-06-29,362,5,40
1161,CA-2018-147039,AA-10315,OFF-BI-10004654,2018-06-29,11,5,40
1162,CA-2015-126522,LT-16765,OFF-AR-10004042,2015-09-01,53,4,247
1163,CA-2015-127964,AP-10720,TEC-PH-10004700,2015-03-03,9,5,46
1164,CA-2015-127964,AP-10720,OFF-BI-10004593,2015-03-03,125,5,46
1165,CA-2015-127964,AP-10720,OFF-BI-10003429,2015-03-03,25,5,46
1166,CA-2015-117709,PM-18940,OFF-BI-10001294,2015-05-04,46,4,31
1167,CA-2016-125416,KC-16540,TEC-AC-10001552,2016-11-02,447,0,61
1168,CA-2018-145226,DL-13315,FUR-FU-10004952,2018-12-08,109,2,46
1169,CA-2018-145226,DL-13315,OFF-ST-10004123,2018-12-08,272,2,46
1170,CA-2018-145226,DL-13315,OFF-PA-10003172,2018-12-08,19,2,46
1171,CA-2018-145226,DL-13315,OFF-ST-10002352,2018-12-08,31,2,46
1172,US-2015-100279,SW-20275,OFF-PA-10002259,2015-03-10,22,4,248
1173,CA-2015-158064,AA-10375,OFF-BI-10002976,2015-04-21,16,4,142
1174,US-2016-104430,LT-17110,OFF-BI-10000301,2016-10-22,5,4,51
1175,CA-2016-132080,DP-13105,OFF-BI-10003694,2016-08-22,50,3,46
1176,CA-2017-161207,AB-10060,OFF-SU-10000381,2017-08-29,27,5,209
1177,CA-2015-120243,AT-10435,OFF-LA-10004425,2015-12-27,11,3,26
1178,CA-2017-113621,JE-15745,FUR-CH-10001270,2017-12-01,172,4,249
1179,CA-2017-113621,JE-15745,TEC-PH-10003931,2017-12-01,179,4,249
1180,CA-2017-168081,CA-12055,TEC-AC-10003174,2017-04-24,258,3,33
1181,CA-2015-128146,DB-13060,TEC-PH-10004539,2015-06-21,1322,4,101
1182,CA-2015-128146,DB-13060,OFF-AR-10001919,2015-06-21,3,4,101
1183,CA-2018-138779,RB-19570,OFF-EN-10002504,2018-01-14,21,1,223
1184,CA-2018-138779,RB-19570,TEC-PH-10003655,2018-01-14,7,1,223
1185,CA-2015-127131,HR-14830,OFF-BI-10004656,2015-11-24,12,6,6
1186,CA-2015-127131,HR-14830,OFF-ST-10002344,2015-11-24,485,6,6
1187,CA-2015-127131,HR-14830,OFF-PA-10001800,2015-11-24,25,6,6
1188,CA-2015-127131,HR-14830,OFF-ST-10000036,2015-11-24,197,6,6
1189,CA-2018-117212,BT-11530,OFF-AP-10004532,2018-02-26,81,2,2
1190,CA-2018-117212,BT-11530,TEC-PH-10004447,2018-02-26,889,2,2
1191,CA-2018-117212,BT-11530,FUR-CH-10003973,2018-02-26,892,2,2
1192,CA-2018-117212,BT-11530,OFF-PA-10001970,2018-02-26,223,2,2
1193,CA-2018-117212,BT-11530,OFF-PA-10000682,2018-02-26,23,2,2
1194,US-2016-130519,NG-18355,OFF-PA-10001937,2016-09-15,15,0,250
1195,US-2016-130519,NG-18355,FUR-FU-10002268,2016-09-15,15,0,250
1196,US-2016-130519,NG-18355,OFF-ST-10001321,2016-09-15,24,0,250
1197,US-2016-130519,NG-18355,FUR-FU-10003394,2016-09-15,55,0,250
1198,CA-2017-130946,ZC-21910,TEC-AC-10001990,2017-04-08,431,4,17
1199,CA-2017-130946,ZC-21910,FUR-CH-10004540,2017-04-08,95,4,17
1200,CA-2017-130946,ZC-21910,OFF-BI-10004995,2017-04-08,1088,4,17
1201,CA-2017-114727,LS-16945,FUR-CH-10002335,2017-07-18,544,6,77
1202,CA-2017-114727,LS-16945,OFF-BI-10004967,2017-07-18,1,6,77
1203,CA-2017-114727,LS-16945,FUR-CH-10002331,2017-07-18,854,6,77
1204,CA-2017-114727,LS-16945,OFF-ST-10002292,2017-07-18,593,6,77
1205,CA-2017-114727,LS-16945,OFF-ST-10000689,2017-07-18,338,6,77
1206,CA-2018-133235,LH-16750,TEC-PH-10002660,2018-08-01,271,3,44
1207,CA-2017-137050,SW-20755,OFF-ST-10004634,2017-07-14,11,4,30
1208,CA-2017-137050,SW-20755,OFF-BI-10002160,2017-07-14,9,4,30
1209,CA-2017-137050,SW-20755,OFF-FA-10002988,2017-07-14,14,4,30
1210,CA-2017-137050,SW-20755,OFF-AR-10004999,2017-07-14,41,4,30
1211,CA-2017-137050,SW-20755,OFF-BI-10001031,2017-07-14,8,4,30
1212,CA-2017-137050,SW-20755,FUR-BO-10004695,2017-07-14,579,4,30
1213,US-2018-118087,SP-20620,FUR-CH-10004860,2018-09-09,141,4,64
1214,US-2018-118087,SP-20620,OFF-BI-10002432,2018-09-09,3,4,64
1215,US-2018-118087,SP-20620,OFF-BI-10000069,2018-09-09,4,4,64
1216,US-2018-118087,SP-20620,OFF-AR-10003602,2018-09-09,4,4,64
1217,US-2018-118087,SP-20620,TEC-AC-10004469,2018-09-09,95,4,64
1218,US-2018-118087,SP-20620,FUR-FU-10001867,2018-09-09,17,4,64
1219,US-2018-118087,SP-20620,TEC-AC-10003174,2018-09-09,258,4,64
1220,US-2018-118087,SP-20620,TEC-PH-10002200,2018-09-09,1931,4,64
1221,CA-2015-110184,BF-11170,OFF-ST-10000107,2015-07-12,249,4,2
1222,CA-2015-110184,BF-11170,TEC-PH-10000439,2015-07-12,255,4,2
1223,CA-2017-126004,BM-11140,FUR-FU-10001602,2017-12-04,113,1,24
1224,CA-2017-126004,BM-11140,TEC-AC-10001432,2017-12-04,78,1,24
1225,CA-2017-126004,BM-11140,OFF-BI-10004656,2017-12-04,1,1,24
1226,CA-2017-126004,BM-11140,OFF-PA-10001685,2017-12-04,40,1,24
1227,CA-2017-126004,BM-11140,OFF-ST-10001418,2017-12-04,182,1,24
1228,CA-2017-126004,BM-11140,OFF-ST-10000676,2017-12-04,193,1,24
1229,CA-2018-100013,ZC-21910,OFF-EN-10001219,2018-11-06,15,5,63
1230,CA-2018-100013,ZC-21910,FUR-FU-10001424,2018-11-06,8,5,63
1231,CA-2018-100013,ZC-21910,OFF-AR-10001022,2018-11-06,5,5,63
1232,CA-2016-132570,KT-16480,OFF-AR-10000369,2016-10-31,2,2,251
1233,CA-2016-132570,KT-16480,OFF-EN-10003055,2016-10-31,79,2,251
1234,CA-2017-153682,BG-11695,TEC-CO-10001046,2017-05-30,839,2,94
1235,CA-2017-144344,PG-18820,FUR-FU-10000076,2017-10-28,47,0,252
1236,CA-2017-144344,PG-18820,OFF-BI-10003719,2017-10-28,37,0,252
1237,CA-2017-144344,PG-18820,FUR-FU-10003268,2017-10-28,63,0,252
1238,CA-2017-144344,PG-18820,FUR-FU-10003553,2017-10-28,165,0,252
1239,CA-2015-127012,GM-14680,FUR-FU-10003691,2015-08-11,12,4,60
1240,CA-2015-127012,GM-14680,OFF-AR-10003903,2015-08-11,40,4,60
1241,CA-2015-127012,GM-14680,OFF-FA-10004854,2015-08-11,22,4,60
1242,CA-2017-128727,MO-17800,TEC-PH-10003442,2017-08-29,22,6,24
1243,US-2017-162859,PG-18820,OFF-BI-10004519,2017-02-15,398,7,30
1244,US-2017-162859,PG-18820,OFF-FA-10000304,2017-02-15,8,7,30
1245,CA-2018-133641,EJ-14155,OFF-EN-10004955,2018-05-14,48,7,253
1246,CA-2015-168494,NP-18700,FUR-TA-10004619,2015-12-12,764,2,254
1247,CA-2015-168494,NP-18700,FUR-TA-10003473,2015-12-12,3610,2,254
1248,CA-2015-168494,NP-18700,FUR-BO-10004467,2015-12-12,254,2,254
1249,CA-2018-115602,DJ-13630,OFF-AR-10002280,2018-12-18,38,6,30
1250,CA-2018-115602,DJ-13630,FUR-CH-10001708,2018-12-18,1141,6,30
1251,CA-2018-115602,DJ-13630,OFF-AP-10000891,2018-12-18,1704,6,30
1252,CA-2018-115602,DJ-13630,OFF-AR-10000462,2018-12-18,3,6,30
1253,CA-2016-154956,IM-15070,TEC-PH-10004165,2016-07-04,1099,5,202
1254,CA-2018-144638,MH-18115,OFF-AR-10003958,2018-03-10,5,4,182
1255,CA-2018-144638,MH-18115,TEC-PH-10000149,2018-03-10,35,4,182
1256,CA-2018-144638,MH-18115,FUR-FU-10003724,2018-03-10,6,4,182
1257,CA-2018-144638,MH-18115,FUR-FU-10003535,2018-03-10,43,4,182
1258,US-2017-168620,RB-19795,OFF-BI-10001575,2017-12-24,27,4,44
1259,US-2017-168620,RB-19795,OFF-ST-10003716,2017-12-24,540,4,44
1260,US-2017-168620,RB-19795,TEC-AC-10004469,2017-12-24,255,4,44
1261,CA-2018-117079,JR-15700,TEC-PH-10004586,2018-10-23,863,4,134
1262,US-2017-144393,SM-20950,OFF-BI-10004236,2017-10-28,17,7,255
1263,CA-2018-105053,CS-12355,OFF-BI-10001634,2018-07-07,17,2,256
1264,CA-2017-155992,CC-12220,TEC-PH-10000215,2017-10-01,69,1,242
1265,CA-2017-155992,CC-12220,FUR-FU-10003724,2017-10-01,41,1,242
1266,CA-2018-110380,PF-19225,OFF-AR-10000422,2018-09-02,6,5,35
1267,US-2015-167738,JC-16105,OFF-ST-10003306,2015-12-24,142,5,63
1268,US-2015-167738,JC-16105,FUR-CH-10001146,2015-12-24,292,5,63
1269,CA-2018-121412,BG-11695,FUR-FU-10000246,2018-09-23,29,4,128
1270,CA-2018-100426,DC-12850,OFF-PA-10002870,2018-06-04,12,4,257
1271,US-2017-103646,SP-20545,OFF-ST-10000563,2017-04-21,102,5,37
1272,US-2017-103646,SP-20545,OFF-AP-10004487,2017-04-21,48,5,37
1273,US-2017-103646,SP-20545,OFF-BI-10002854,2017-04-21,44,5,37
1274,CA-2017-119186,MS-17710,OFF-PA-10004621,2017-05-26,10,0,7
1275,CA-2017-119186,MS-17710,FUR-CH-10001973,2017-05-26,388,0,7
1276,CA-2017-119186,MS-17710,OFF-PA-10004040,2017-05-26,14,0,7
1277,CA-2017-119186,MS-17710,TEC-AC-10000580,2017-05-26,63,0,7
1278,CA-2017-148698,BD-11770,OFF-AR-10004022,2017-05-02,86,5,33
1279,CA-2015-163293,KC-16255,TEC-AC-10004209,2015-09-08,32,3,258
1280,CA-2015-163293,KC-16255,TEC-AC-10000023,2015-09-08,83,3,258
1281,CA-2017-160815,TR-21325,TEC-PH-10003505,2017-09-05,278,1,259
1282,CA-2018-122154,SA-20830,OFF-LA-10000121,2018-04-09,15,2,134
1283,CA-2018-122154,SA-20830,OFF-BI-10002026,2018-04-09,17,2,134
1284,CA-2018-122154,SA-20830,OFF-PA-10000994,2018-04-09,251,2,134
1285,US-2016-149692,KW-16435,OFF-BI-10002813,2016-12-06,2,6,111
1286,CA-2017-119445,GM-14500,OFF-ST-10000617,2017-06-26,14,7,260
1287,CA-2016-124268,AD-10180,OFF-AR-10004817,2016-07-04,15,4,46
1288,CA-2017-154711,TB-21355,FUR-FU-10000397,2017-11-22,39,4,30
1289,CA-2017-154711,TB-21355,OFF-BI-10000605,2017-11-22,12,4,30
1290,CA-2017-154711,TB-21355,OFF-AR-10001860,2017-11-22,20,4,30
1291,CA-2017-163384,CC-12430,OFF-BI-10004970,2017-11-10,13,2,35
1292,CA-2017-163384,CC-12430,OFF-PA-10003172,2017-11-10,32,2,35
1293,CA-2016-101707,PF-19165,OFF-SU-10001218,2016-08-27,32,5,189
1294,CA-2016-101707,PF-19165,OFF-PA-10002968,2016-08-27,114,5,189
1295,CA-2016-101707,PF-19165,OFF-LA-10000134,2016-08-27,3,5,189
1296,CA-2016-138898,JH-16180,OFF-AP-10004487,2016-05-25,845,4,261
1297,CA-2018-115427,EB-13975,OFF-BI-10002103,2018-12-30,13,4,262
1298,CA-2018-115427,EB-13975,OFF-BI-10004632,2018-12-30,20,4,262
1299,CA-2017-134425,QJ-19255,TEC-PH-10003555,2017-12-08,114,4,42
1300,CA-2016-121391,AA-10315,OFF-ST-10001590,2016-10-04,26,3,10
1301,CA-2017-137043,LC-17140,FUR-FU-10003664,2017-12-23,572,2,29
1302,CA-2017-137043,LC-17140,FUR-FU-10003664,2017-12-23,286,2,29
1303,CA-2016-115847,TC-21535,FUR-BO-10003433,2016-09-19,61,5,102
1304,US-2018-126179,CS-12460,FUR-FU-10002554,2018-07-03,23,4,113
1305,US-2018-126179,CS-12460,TEC-PH-10001557,2018-07-03,287,4,113
1306,CA-2017-101966,BM-11785,TEC-PH-10003437,2017-07-14,419,2,67
1307,CA-2017-141397,RC-19825,OFF-PA-10002986,2017-06-20,46,1,55
1308,CA-2017-141397,RC-19825,OFF-BI-10000320,2017-06-20,17,1,55
1309,CA-2017-141397,RC-19825,OFF-AP-10003971,2017-06-20,21,1,55
1310,CA-2017-141397,RC-19825,OFF-ST-10001469,2017-06-20,161,1,55
1311,CA-2017-141397,RC-19825,FUR-CH-10003846,2017-06-20,161,1,55
1312,CA-2017-141082,FM-14380,OFF-LA-10001404,2017-12-09,3,4,129
1313,CA-2017-141082,FM-14380,OFF-LA-10001474,2017-12-09,122,4,129
1314,US-2017-134488,PK-19075,FUR-CH-10003199,2017-09-24,155,7,48
1315,CA-2017-145919,HG-14965,OFF-PA-10003072,2017-12-18,38,5,4
1316,CA-2017-145919,HG-14965,FUR-FU-10004960,2017-12-18,183,5,4
1317,CA-2017-145919,HG-14965,OFF-SU-10003505,2017-12-18,579,5,4
1318,CA-2018-157651,HA-14920,TEC-AC-10003116,2018-12-10,14,4,75
1319,CA-2015-160773,LW-16825,TEC-PH-10004586,2015-07-01,575,4,263
1320,CA-2015-160773,LW-16825,OFF-BI-10000546,2015-07-01,5,4,263
1321,CA-2018-167703,MC-17575,OFF-BI-10002071,2018-02-03,5,5,94
1322,CA-2018-167703,MC-17575,OFF-ST-10001490,2018-02-03,285,5,94
1323,CA-2018-121804,LP-17095,OFF-AP-10004859,2018-03-03,72,5,264
1324,CA-2018-162635,EB-14170,OFF-PA-10002659,2018-10-09,10,1,125
1325,CA-2015-107153,GZ-14545,OFF-ST-10001321,2015-09-28,46,5,129
1326,US-2015-117058,LE-16810,OFF-BI-10004139,2015-05-27,17,3,156
1327,CA-2016-120439,AD-10180,FUR-FU-10001867,2016-06-14,51,4,75
1328,CA-2017-128258,CP-12085,OFF-PA-10004156,2017-03-30,11,2,212
1329,CA-2018-106033,FG-14260,OFF-AR-10002818,2018-10-15,87,3,95
1330,CA-2017-142762,LD-17005,FUR-FU-10003691,2017-05-23,37,4,10
1331,CA-2018-127705,AB-10255,TEC-PH-10000347,2018-06-02,2,4,204
1332,CA-2018-127705,AB-10255,OFF-ST-10004507,2018-06-02,27,4,204
1333,CA-2015-122567,MN-17935,OFF-BI-10002012,2015-02-16,1,5,78
1334,CA-2015-122567,MN-17935,OFF-AP-10001303,2015-02-16,7,5,78
1335,CA-2015-121664,HP-14815,OFF-BI-10003684,2015-05-06,140,4,14
1336,CA-2017-122133,JR-15670,OFF-ST-10002574,2017-05-16,552,7,265
1337,US-2018-123281,JF-15190,FUR-FU-10003724,2018-04-02,25,5,142
1338,CA-2018-100524,CM-12115,FUR-FU-10004018,2018-03-31,29,2,165
1339,CA-2018-100524,CM-12115,TEC-PH-10002549,2018-03-31,677,2,165
1340,CA-2018-100524,CM-12115,OFF-PA-10004911,2018-03-31,75,2,165
1341,CA-2018-113481,AS-10045,TEC-MA-10002178,2018-01-02,695,2,223
1342,CA-2018-113481,AS-10045,OFF-BI-10003694,2018-01-02,15,2,223
1343,CA-2018-113481,AS-10045,OFF-BI-10000474,2018-01-02,28,2,223
1344,CA-2016-131758,KB-16315,OFF-AR-10000411,2016-05-28,47,4,266
1345,CA-2016-131758,KB-16315,OFF-LA-10000262,2016-05-28,13,4,266
1346,CA-2015-118339,BN-11515,OFF-AP-10001154,2015-03-17,93,7,88
1347,CA-2015-118339,BN-11515,OFF-PA-10000466,2015-03-17,47,7,88
1348,CA-2015-118339,BN-11515,OFF-AR-10003829,2015-03-17,19,7,88
1349,CA-2015-118339,BN-11515,OFF-BI-10001758,2015-03-17,53,7,88
1350,CA-2015-118339,BN-11515,OFF-BI-10000136,2015-03-17,35,7,88
1351,CA-2015-153976,BP-11290,FUR-CH-10002880,2015-10-03,258,5,190
1352,CA-2017-162901,AS-10045,OFF-ST-10000649,2017-03-28,31,3,102
1353,CA-2018-162978,LW-16990,TEC-PH-10003092,2018-05-04,183,5,10
1354,CA-2018-162978,LW-16990,OFF-PA-10002250,2018-05-04,17,5,10
1355,CA-2018-162978,LW-16990,FUR-TA-10003473,2018-05-04,300,5,10
1356,US-2015-160444,DC-12850,OFF-ST-10001522,2015-07-05,220,0,67
1357,US-2015-160444,DC-12850,OFF-ST-10000563,2015-07-05,281,0,67
1358,CA-2017-145247,ND-18370,OFF-PA-10003641,2017-05-05,79,2,176
1359,CA-2018-160045,LB-16735,FUR-FU-10000010,2018-04-26,1,1,7
1360,US-2015-151925,KT-16465,FUR-CH-10002961,2015-09-26,145,5,14
1361,CA-2018-125199,HM-14860,OFF-AR-10002956,2018-10-19,123,6,75
1362,CA-2018-125199,HM-14860,OFF-PA-10004041,2018-10-19,23,6,75
1363,CA-2018-125199,HM-14860,TEC-PH-10001336,2018-10-19,309,6,75
1364,US-2018-155425,AB-10600,OFF-BI-10001036,2018-11-10,38,1,116
1365,US-2018-155425,AB-10600,TEC-MA-10003183,2018-11-10,95,1,116
1366,US-2018-155425,AB-10600,TEC-AC-10001314,2018-11-10,239,1,116
1367,US-2018-155425,AB-10600,TEC-PH-10002563,2018-11-10,201,1,116
1368,US-2018-155425,AB-10600,FUR-CH-10003312,2018-11-10,899,1,116
1369,CA-2018-133249,SZ-20035,FUR-FU-10001588,2018-07-08,145,3,267
1370,US-2016-103471,JR-15670,FUR-BO-10002613,2016-12-24,590,4,98
1371,US-2016-103471,JR-15670,OFF-AR-10003405,2016-12-24,14,4,98
1372,CA-2018-136672,MG-17890,TEC-AC-10004510,2018-03-07,49,5,235
1373,US-2015-157021,KM-16720,OFF-LA-10002312,2015-04-01,29,5,168
1374,US-2015-157021,KM-16720,OFF-BI-10000042,2015-04-01,17,5,168
1375,CA-2016-120362,CA-12265,FUR-TA-10003008,2016-09-14,912,5,268
1376,CA-2015-126361,VD-21670,OFF-AP-10003590,2015-08-04,1089,5,269
1377,CA-2015-126361,VD-21670,OFF-PA-10000806,2015-08-04,447,5,269
1378,CA-2015-126361,VD-21670,OFF-AR-10000896,2015-08-04,16,5,269
1379,CA-2015-126361,VD-21670,TEC-PH-10002310,2015-08-04,399,5,269
